,speech_text,intent,sampled,speech_text_augmented
238,please find the most popular store in the area,recommendation_locations,False,please breakthrough the most popular store in the area
232,where is the best pizza on sixth street,recommendation_locations,False,where is the best pizza_pie on sixth street
235,will the fast food shop at the corner open today,recommendation_locations,False,will the fast food store at the corner clear today
227,tell me chinese restaurants in the area,recommendation_locations,False,William_Tell me chinese eating_house in the area
237,where is the nearest atm machine,recommendation_locations,False,where is the close atm machine
222,tell me a nice chinese restaurant,recommendation_locations,False,William_Tell me a nice chinese eating_house
216,where i can find a bakery,recommendation_locations,False,where i can breakthrough a bakery
240,can you say what you have said one more again.,general_repeat,False,can you state what you have said one more again.
255,will you retry please.,general_repeat,False,will you retry please.
269,i'd like to hear what i have just said again.,general_repeat,False,i'd the_like to hear what i have just say again.
266,tell me what you just said once again please.,general_repeat,False,William_Tell me what you just said once again please.
247,what's that.,general_repeat,False,what's that.
246,i'd like to hear what you have said again.,general_repeat,False,i'd the_like to learn what you have say again.
242,could you tell me once again please.,general_repeat,False,could you tell me once again please.
243,i want to hear what i've just said again.,general_repeat,False,i want to hear what i've just said again.
245,say what you've said one more time again please.,general_repeat,False,state what you've said one more clip again please.
259,could you tell me again please.,general_repeat,False,could you tell me again please.
278,prepare the order as soon as possible,takeaway_query,False,prepare the order as soon as possible
276,can i get delivery from dominos,takeaway_query,False,can i get delivery from dominos
279,find out if the restaurant does takeaway orders,takeaway_query,False,find out if the restaurant does takeout_food order
280,please takeaway of giving required of the restaurant,takeaway_query,False,please takeout_food of gift ask of the restaurant
274,is there takeaway at papa john's,takeaway_query,False,is there takeout_food at papa john's
294,can i order olive garden to go,takeaway_query,False,can i order olive garden to spell
285,does shibaru sushi deliver,takeaway_query,False,does shibaru sushi deliver
287,how long until my order arrives,takeaway_query,False,how long until my order arrives
277,when is taco bell going to arrive,takeaway_query,False,when is wetback doorbell going to arrive
299,look up whether or not charley's steakhouse delivers,takeaway_query,False,look up whether or not charley's chophouse present
305,weather forecast for this week,weather_query,False,weather forecast for this hebdomad
300,what is the weather going to be like on march twentieth two thousand and seventeen,weather_query,False,what is the weather going to be the_like on Mar twentieth two thousand and 17
324,sunny in oslo,weather_query,False,sunny in Christiania
304,how me the highest weather this week,weather_query,False,how me the highest weather_condition this week
323,on Tuesday what is the weather supposed to be,weather_query,False,on Tuesday what is the weather_condition supposed to be
311,what will be the weather update for monday noon,weather_query,False,what will be the weather update for Mon noon
312,how does it feel outside,weather_query,False,how does it spirit outside
315,tell me what was the temperature in our city at twelve pm,weather_query,False,tell me what was the temperature in our city at 12 necropsy
329,what's the temperature,weather_query,False,what's the temperature
318,what is home town weather,weather_query,False,what is place town weather
333,birth date for movie star keanu reeves,qa_factoid,False,birth date for film ace keanu reef
348,what's the capital of tanzania,qa_factoid,False,what's the capital of tanzania
346,when is president's day,qa_factoid,False,when is president's day
337,calculate a close integral of exponential function from zero to five,qa_factoid,False,cipher a close built-in of exponential function from nil to 5
349,how many people live in los angeles,qa_factoid,False,how many citizenry live in los angeles
351,how old is tom hanks,qa_factoid,False,how old is tom Tom_Hanks
353,was einstein married,qa_factoid,False,was einstein marry
342,how old is rihanna,qa_factoid,False,how old is rihanna
345,what is the population of florida,qa_factoid,False,what is the population of Sunshine_State
339,please tell me about our country latitude and longitude,qa_factoid,False,delight William_Tell me about our nation latitude and longitude
377,that does not matter with me.,general_dontcare,False,that does not matter with me.
386,i don't really mind for anything.,general_dontcare,False,i don't really mind for anything.
384,doesn't matter.,general_dontcare,False,doesn't matter.
360,i don't really mind for whatever.,general_dontcare,False,i don't really head for whatever.
364,"i would not know, olly.",general_dontcare,False,"i would not know, olly."
362,any one would be fine for me.,general_dontcare,False,any 1 would be fine for me.
387,it doesn't matter to me.,general_dontcare,False,it doesn't matter to me.
389,i wouldn't know.,general_dontcare,False,i wouldn't know.
383,would not really mind.,general_dontcare,False,would not really mind.
372,anything is okay for me.,general_dontcare,False,anything is okay for me.
418,play musician play list,play_podcasts,False,drama musician play listing
411,can you start my saved podcast,play_podcasts,False,can you start my salve podcast
407,move to the next episode of hipsterhood,play_podcasts,False,move to the next episode of hipsterhood
406,play compassionate cook episode twenty three,play_podcasts,False,drama compassionate cook episode 20 3
397,will you please play the next episode of podcast,play_podcasts,False,will you please drama the next episode of podcast
412,play next doctor who episode,play_podcasts,False,drama next doc who episode
402,move to next section,play_podcasts,False,move to next section
419,search for podcasts that cover men's issues,play_podcasts,False,hunt for podcasts that cover men's issue
394,let me listen to the latest lovett or leave it podcast,play_podcasts,False,let me listen to the up-to-the-minute lovett or leave it podcast
390,i want to hear the latest podcast episode of s town,play_podcasts,False,i want to hear the up-to-the-minute podcast episode of s town
448,i do have a to do list for today don't i,lists_query,False,i do have a to do list for today don't i
430,read list for me please,lists_query,False,read listing for me please
421,list to do,lists_query,False,list to do
432,provide what is there on the list,lists_query,False,provide what is there on the list
449,read out the list,lists_query,False,read out the listing
447,please read me my current lists,lists_query,False,please read me my current listing
426,what's next on the list,lists_query,False,what's next on the list
446,can i see my work lists,lists_query,False,can i see my work lists
427,i finished my to do list,lists_query,False,i finish my to do list
441,give me lists,lists_query,False,spring me lists
470,what is your age,general_quirky,False,what is your age
472,is there a groomer in town for cats only,general_quirky,False,is there a groomer in town for cats only
468,hey i am having a bad day today what can i watch to cheer me up,general_quirky,False,hey i am having a badness day today what can i ticker to cheer me up
450,good restaurants,general_quirky,False,good eating_house
477,i just want to know some information about you,general_quirky,False,i just want to know some information about you
457,how do i buy tickets for that,general_quirky,False,how do i buy tag for that
462,plan me a holiday trip,general_quirky,False,program me a holiday trip
456,what is your mood today,general_quirky,False,what is your mood today
473,when will you do my laundry,general_quirky,False,when will you do my laundry
461,what's your favorite color,general_quirky,False,what's your favourite color
508,i am sorry but i think that's not correct.,general_negate,False,i am sorry but i think that's not correct.
483,please check the command.,general_negate,False,please check the command.
502,"uhh no, you have done task all in wrong manner.",general_negate,False,"uhh no, you have do task all in wrong manner."
481,goddammit.,general_negate,False,goddammit.
492,you've got me incorrectly.,general_negate,False,you've got me incorrectly.
493,"oh no, you've done the task wrong.",general_negate,False,"oh no, you've do the project wrong."
480,thats not it please do it again.,general_negate,False,thats not it please do it again.
497,"oh no, you gave me not right information.",general_negate,False,"Buckeye_State no, you gave me not right information."
485,"oops, you're wrong.",general_negate,False,"oops, you're wrong."
490,"stop, this is not right answer.",general_negate,False,"stop, this is not right answer."
537,resume harry potter from the place i have stopped listening to last time,play_audiobook,False,survey harry potter from the place i have halt hearing to finale time
529,please continue playing odd thomas by dean koontz,play_audiobook,False,please go_on playing uneven Seth_Thomas by dean koontz
516,keep playing war and peace,play_audiobook,False,keep playing warfare and peace
533,resume playing the miniaturist,play_audiobook,False,resume playing the miniaturist
521,resume audio book history of rome,play_audiobook,False,resume audio book history of Roma
513,resume harry potter book five,play_audiobook,False,survey hassle thrower book five
514,put on the god of small things,play_audiobook,False,put on the Supreme_Being of small thing
530,open audible and continue playing the book that i was listening to,play_audiobook,False,clear audible and continue playing the book that i was listening to
525,play the book which i heard on some particular day,play_audiobook,False,drama the book which i heard on some specific day
538,play album audiobook,play_audiobook,False,play record_album audiobook
564,erase the chore list,lists_remove,False,erase the chore listing
555,delete the list please,lists_remove,False,cancel the list please
543,remove cereal from my shopping list,lists_remove,False,remove cereal_grass from my shopping list
567,remove item three,lists_remove,False,remove item three
541,delete all lists,lists_remove,False,cancel all lists
551,this item should be removed from list,lists_remove,False,this item should be removed from listing
546,remove eggs for the shopping list,lists_remove,False,remove eggs for the shopping listing
542,list remove,lists_remove,False,listing remove
553,delete the famous actors list,lists_remove,False,delete the famed actors listing
544,please remove the following list,lists_remove,False,please remove the followers list
589,i want to mute the speaker,audio_volume_mute,False,i want to mute the speaker
570,please mute the speakers,audio_volume_mute,False,delight mute the speakers
572,quiet mode four hours,audio_volume_mute,False,quiet mode four hours
593,hey olly mute the speakers,audio_volume_mute,False,hey olly mute the talker
573,do not make any noise until morning alarm,audio_volume_mute,False,do not make any noise until morning alarm
592,please you don't speak in eight to ten pm,audio_volume_mute,False,please you don't speak in 8 to 10 pm
571,please be quiet for another hour,audio_volume_mute,False,delight be quiet for another hour
576,don't talk until i ask you to,audio_volume_mute,False,don't talk until i inquire you to
595,mute enabled until i say so,audio_volume_mute,False,mute enabled until i say so
597,please quiet the speaker,audio_volume_mute,False,delight quiet the speaker
603,yeap you've understood the answer right.,general_affirm,False,yeap you've understood the reply right.
629,yeah you've gotten my instructions right.,general_affirm,False,yeah you've acquire my instructions right.
606,yeah that's confirmed.,general_affirm,False,yeah that's confirmed.
604,yes amazing response.,general_affirm,False,yes amazing response.
619,yeap strongly agreed.,general_affirm,False,yeap strongly agreed.
611,you got that perfectly.,general_affirm,False,you got that perfectly.
609,yeap great response.,general_affirm,False,yeap great response.
623,yes that is confirmed.,general_affirm,False,yes that is confirmed.
621,yeah you have gotten my instructions perfectly.,general_affirm,False,yeah you have gotten my instructions perfectly.
608,yeah wonderful.,general_affirm,False,yeah wonderful.
652,i would like you just cancel.,general_commandstop,False,i would like you just cancel.
634,please shut off.,general_commandstop,False,please shut off.
651,olly i like you cancel it.,general_commandstop,False,olly i the_like you cancel it.
637,will you please shut off.,general_commandstop,False,will you please shut off.
631,please will you shut down.,general_commandstop,False,delight will you shut down.
639,i like you just cancel.,general_commandstop,False,i the_like you just cancel.
630,olly please would you just stop it.,general_commandstop,False,olly please would you just halt it.
650,olly will you shut up please.,general_commandstop,False,olly will you shut up please.
641,would you please shut down.,general_commandstop,False,would you please shut down.
646,"that's all, stop.",general_commandstop,False,"that's all, stop."
662,what does potato mean,qa_definition,False,what does potato mean_value
667,give me the definition of formidable,qa_definition,False,give me the definition of formidable
666,what is marketing,qa_definition,False,what is marketing
661,describe to me what a ball looks like,qa_definition,False,depict to me what a musket_ball looks like
680,what is the meaning of the word home,qa_definition,False,what is the meaning of the word place
660,give me a description of iron fist on netflix,qa_definition,False,give me a description of Fe clenched_fist on netflix
689,what is the definition of inchoate,qa_definition,False,what is the definition of inchoate
673,could you explain the meaning of exorbitant for me please,qa_definition,False,could you explain the meaning of extortionate for me delight
688,give me the definition of carion,qa_definition,False,give me the definition of carion
675,what is computer,qa_definition,False,what is computer
690,recommend a movie which is released last Friday,recommendation_movies,False,recommend a movie which is let_go finale Fri
708,local theater screening which movie,recommendation_movies,False,local_anesthetic theater screening which film
692,what movies are playing near me,recommendation_movies,False,what film are playing near me
710,what is a good movie to see right now,recommendation_movies,False,what is a good film to see right now
712,what movies are playing tonight at nine pm at the amc nine,recommendation_movies,False,what film are playing tonight at nine pm at the amc 9
703,name a rom com movie playing in and around new york theatres,recommendation_movies,False,name a rom com film playing in and around fresh House_of_York theatre
709,fast and the furious,recommendation_movies,False,fast and the fierce
715,theaters near to me,recommendation_movies,False,theaters near to me
702,what's playing at brea plaza five,recommendation_movies,False,what's playing at brea place 5
717,when is trolls playing,recommendation_movies,False,when is round playing
723,what time have you set the alarm,alarm_query,False,what clip have you set the alarm
746,what time are my alarms,alarm_query,False,what time are my dismay
720,what alarms have been set for me,alarm_query,False,what alarms have been set for me
724,at what time have you set alarm for me,alarm_query,False,at what clip have you set alarm for me
745,do i have any alarms set for tomorrow,alarm_query,False,do i have any alarms set for tomorrow
743,report alarm settings,alarm_query,False,report alarm scene
739,is my school alarm set,alarm_query,False,is my school alarm set
729,do i have alarms set,alarm_query,False,do i have alarms set
725,confirm the alarm time,alarm_query,False,confirm the alarm clip
744,can you tell me if i have any alarms set,alarm_query,False,can you William_Tell me if i have any alarms set
766,i did not quite catch that.,general_explain,False,i did not quite catch that.
774,will you explain me about the last sentence further please.,general_explain,False,will you explain me about the finale conviction further please.
768,what did you mean by saying it.,general_explain,False,what did you mean by saying it.
760,i can't get that.,general_explain,False,i can't get that.
776,i didn't catch that.,general_explain,False,i didn't gimmick that.
778,your answer is not clear.,general_explain,False,your answer is not clear.
759,"s1, again explain to me please.",general_explain,False,"s1, again explain to me please."
779,i do not catch up with you.,general_explain,False,i do not gimmick up with you.
756,"s1, would you please further clarify me on your answers.",general_explain,False,"s1, would you please further clear_up me on your answers."
762,"s1, further rephrase me about what you just said now please.",general_explain,False,"s1, further rephrase me about what you just said now please."
809,are there any trips to location a provided by the train,transport_query,False,are there any trips to placement a provided by the railroad_train
807,get me train times to location from station,transport_query,False,get me railroad_train multiplication to location from station
786,i need directions to lowes in mount h nj,transport_query,False,i need way to low in mount h Jersey
806,what are the train times between eight am and ten am at east chicago station going west on sunday,transport_query,False,what are the train times between 8 am and 10 am at due_east Windy_City station going west on Lord's_Day
788,what time is the train passing by,transport_query,False,what time is the train passing_play by
790,can you give me train times for ann arbor,transport_query,False,can you give me railroad_train multiplication for ann spindle
794,what time is the last train headed to chicago,transport_query,False,what clip is the finale railroad_train headed to chicago
782,whats the travel time from here to dallas by train,transport_query,False,whats the traveling time from here to dallas by railroad_train
804,can you look up train ticket prices for me,transport_query,False,can you look up train tag prices for me
785,check time of kalka train from jodhpur station on monday,transport_query,False,bank_check clip of kalka train from jodhpur place on Mon
822,how do you zest a lime without a zester,cooking_recipe,False,how do you zest a lime without a zester
821,how to cook spaghetti squash,cooking_recipe,False,how to cook spaghetti squash
827,what ingredients do i need for tomato soup,cooking_recipe,False,what ingredients do i demand for tomato soup
812,get recipe for making a hotdog,cooking_recipe,False,get recipe for fashioning a hotdog
839,how can we prepare biriyani,cooking_recipe,False,how can we prepare biriyani
838,how long should i cook a hamburger on each side,cooking_recipe,False,how long should i cook a beefburger on each side
816,show me how to cook lasagna,cooking_recipe,False,show me how to cook lasagne
818,please look up best recipes,cooking_recipe,False,please look up best recipes
820,tell me the best recipes for a given dish,cooking_recipe,False,tell me the best formula for a given dish
831,how do you make cookies,cooking_recipe,False,how do you make cooky
849,open jokes,general_joke,False,clear jokes
866,what's the famous monty python joke about the bird,general_joke,False,what's the famed monty python joke about the bird
857,share me a joke,general_joke,False,portion me a joke
843,how many jokes do you know,general_joke,False,how many gag do you know
854,i would like a joke,general_joke,False,i would like a gag
865,find funny jokes,general_joke,False,find good_story jokes
867,can you tell me a joke,general_joke,False,can you William_Tell me a joke
852,what is a good joke,general_joke,False,what is a good joke
855,tell me a joke,general_joke,False,William_Tell me a joke
863,make me happy,general_joke,False,make me happy
877,add event to calendar,calendar_set,False,add event to calendar
878,remind me later,calendar_set,False,prompt me later
896,add event baseball practice five pm tonight,calendar_set,False,ADD event baseball_game practice 5 pm tonight
874,remind me of my appointment on the fifteenth,calendar_set,False,remind me of my appointment on the fifteenth
884,show me the events in my work calendar for next week,calendar_set,False,display me the event in my work calendar for next week
880,add valia's wedding the next saturday at eight o clock,calendar_set,False,ADD valia's wedding the next saturday at 8 o clock
886,march fifth is john's birthday please place this on the calendar,calendar_set,False,march fifth is john's birthday delight place this on the calendar
887,can you tell me on tuesday to give jane a call,calendar_set,False,can you tell me on tuesday to spring jane a phone_call
872,set a reminder alert for saturday nine am towards payment of electricity bill,calendar_set,False,set a reminder qui_vive for saturday nine am towards payment of electricity measure
897,add jane's birthday party at one hundred and twenty three main for two pm tomorrow on my calendar,calendar_set,False,add jane's birthday political_party at 1 100 and twenty 3 main for 2 necropsy tomorrow on my calendar
911,change the time zone from irish time zone to moscow time zone,datetime_convert,False,change the clip zone from Irish_people time zone to moscow clip zone
921,eight am manila time is what in eastern time,datetime_convert,False,8 am manila clip is what in eastern time
916,please convert the time of here at nine pm to brasil time zone,datetime_convert,False,please convert the time of here at nine necropsy to Federative_Republic_of_Brazil time zone
909,how many hours difference is there between london and new york,datetime_convert,False,how many hours deviation is there between london and fresh york
914,time zone between india and us,datetime_convert,False,clip zone between india and United_States_of_America
919,if it's ten pm in california what time is it in alabama,datetime_convert,False,if it's 10 pm in Golden_State what time is it in Heart_of_Dixie
900,set the time zone to g. m. t.,datetime_convert,False,set the clip zone to g. m. t.
923,how much later is new york than la,datetime_convert,False,how much ulterior is fresh york than La
913,eight am in manila is what in new york,datetime_convert,False,eight am in manila_paper is what in new House_of_York
901,can you convert my time zone to the time zone i'm currently in,datetime_convert,False,can you convert my clip zone to the clip zone i'm currently in
932,any low priced delicacies,takeaway_order,False,any low price delicacies
956,order one pizza from pizza hut,takeaway_order,False,order 1 pizza_pie from pizza hut
957,open takeout menus,takeaway_order,False,open takeout bill_of_fare
941,call china wok,takeaway_order,False,call People's_Republic_of_China wok
933,hey call the nearest chinese restaurant for a takeaway,takeaway_order,False,hey phone_call the close chinese restaurant for a takeaway
937,get me takeaway food,takeaway_order,False,get me takeaway nutrient
936,put an order in for two pizzas from dominoes,takeaway_order,False,put an order in for 2 pizzas from dominos
954,order two hamburgers for me,takeaway_order,False,order two hamburgers for me
953,i want to order some takeout food,takeaway_order,False,i want to order some takeout nutrient
952,i want to order some chinese food tonight what's delivering to me,takeaway_order,False,i want to order some Chinese nutrient tonight what's present to me
971,what are the local events,recommendation_events,False,what are the local_anesthetic events
988,local area events,recommendation_events,False,local country events
967,find the events,recommendation_events,False,find the event
987,are there dog shows going on near new york city,recommendation_events,False,are there domestic_dog display going on near fresh york metropolis
968,tell me about the events going on around my location,recommendation_events,False,William_Tell me about the events going on around my location
966,any free events in la today,recommendation_events,False,any free_people events in La today
965,list events in ny,recommendation_events,False,list events in New_York_State
981,show me all the events happening in milan,recommendation_events,False,show me all the event occurrence in milan
974,please search for local events,recommendation_events,False,delight search for local event
982,what is happening in delhi today,recommendation_events,False,what is happening in Old_Delhi today
992,show me the time,datetime_query,False,display me the time
1016,what day is easter,datetime_query,False,what day is east_wind
1009,what is the current date time group,datetime_query,False,what is the current date clip grouping
991,show me what day the thirty first is on,datetime_query,False,display me what day the 30 first is on
1012,how me the time now in boston,datetime_query,False,how me the time now in Hub_of_the_Universe
1001,hello what time it is now,datetime_query,False,hello what clip it is now
1002,what time is it in new york city,datetime_query,False,what clip is it in new york metropolis
990,what time is it in england,datetime_query,False,what clip is it in england
1008,i want the time for another city outside us,datetime_query,False,i want the clip for another metropolis exterior us
1019,march tenth lands on what day of the week,datetime_query,False,Mar tenth lands on what day of the hebdomad
1038,make coffee at six am,iot_coffee,False,make coffee at 6 am
1034,please help serve me coffee with a no sugar,iot_coffee,False,please assist service me coffee with a no refined_sugar
1029,"I'll take my coffee, black",iot_coffee,False,"I'll take my coffee, black"
1040,i need a drink,iot_coffee,False,i need a drink
1023,yo i need a coffee now,iot_coffee,False,yo i need a coffee now
1022,prepare a cup of coffee,iot_coffee,False,prepare a cup of coffee
1035,start the coffee maker,iot_coffee,False,start the java maker
1020,order a latte from starbucks,iot_coffee,False,order a latte from starbucks
1031,i want to drink the coffee that you made,iot_coffee,False,i want to drink the java that you do
1044,cook some coffees,iot_coffee,False,cook some java
1052,make the lights pink at the house,iot_hue_lightchange,False,make the visible_light pink at the house
1063,change the light color to black light,iot_hue_lightchange,False,alteration the light color to blackness visible_light
1072,turn the lights blue,iot_hue_lightchange,False,crook the lights blue
1073,hey can you make it blue in here,iot_hue_lightchange,False,hey can you make it blueness in here
1058,i need to change my house lights colour to blue,iot_hue_lightchange,False,i need to change my firm visible_light colour to blueness
1076,change your colors to green,iot_hue_lightchange,False,change your colors to greenness
1060,transition to another color for the lights,iot_hue_lightchange,False,transition to some_other color for the visible_light
1055,change light colors,iot_hue_lightchange,False,change visible_light colors
1075,change the colours please,iot_hue_lightchange,False,change the colours delight
1079,change the lights in the living room to green and red,iot_hue_lightchange,False,alteration the lights in the living room to green and redness
1094,off mobile charger plug,iot_wemo_off,False,off mobile courser plug
1085,turn the plug off,iot_wemo_off,False,turn the stopper off
1103,the wemo plug should be turned off on,iot_wemo_off,False,the wemo plug should be turned off on
1100,power down the plug socket one,iot_wemo_off,False,power down the stopper socket 1
1084,turn the wemo off,iot_wemo_off,False,crook the wemo off
1101,turn off wemo,iot_wemo_off,False,crook off wemo
1081,turn off kettle socket,iot_wemo_off,False,turn off kettle socket
1108,will you please turn off the smart plug,iot_wemo_off,False,will you delight turn off the smart stopper
1088,if idle then turn off else turn on,iot_wemo_off,False,if idle then turn off else crook on
1096,power off the wemo plug,iot_wemo_off,False,power off the wemo plug
1118,it is time to lower the kitchen lights,iot_hue_lightdim,False,it is clip to lower the kitchen visible_light
1132,lower the brightness of the lights,iot_hue_lightdim,False,lower the brightness of the lights
1129,please dim the lights,iot_hue_lightdim,False,please dim the visible_light
1136,minimize the light power,iot_hue_lightdim,False,minimise the light power
1112,turn the lights down a bit,iot_hue_lightdim,False,crook the lights down a bit
1127,could you dim the lights,iot_hue_lightdim,False,could you dip the lights
1117,give me low lighting in the kitchen,iot_hue_lightdim,False,spring me depression lighting in the kitchen
1113,bring the lights down a bit,iot_hue_lightdim,False,convey the lights down a bit
1115,decrease brightness,iot_hue_lightdim,False,decrease brightness
1128,darker lights please,iot_hue_lightdim,False,darker visible_light please
1141,bring up a complaint form,social_post,False,bring up a complaint form
1156,complain to philips,social_post,False,complain to Prince_Philip
1165,start complaint to walmart,social_post,False,beginning complaint to walmart
1143,please send a complaint to someone,social_post,False,please direct a complaint to someone
1144,please write up a compliant,social_post,False,please write up a compliant
1154,post to facebook at the spa yay with a smiley face emoticon,social_post,False,station to facebook at the spa yay with a smiley human_face emoticon
1163,send a tweet to national grid,social_post,False,send a tweet to national power_system
1155,take me to the huffington post website,social_post,False,issue me to the huffington station website
1145,tweet i am doing well on twitter,social_post,False,tweet i am doing well on twitter
1158,please tweet a complaint about slow service at applebee's,social_post,False,delight tweet a complaint about slow service at applebee's
1178,set an alarm for one pm,alarm_set,False,set an alarm for 1 pm
1188,let me know when it is ten,alarm_set,False,Lashkar-e-Toiba me know when it is ten
1187,set my alarm for twelve pm,alarm_set,False,set my dismay for twelve pm
1174,wake me up,alarm_set,False,wake me up
1170,wake me up at ten,alarm_set,False,wake me up at ten
1182,set alarm for saturday morning soccer practice at eight am,alarm_set,False,set alarm for Sabbatum morning association_football practice at 8 am
1197,set the alarm for five am,alarm_set,False,set the dismay for five am
1191,set an alarm for thursday at seven pm,alarm_set,False,set an dismay for Th at seven pm
1180,set alarm for eight am,alarm_set,False,set alarm for 8 am
1176,set an alarm for two pm,alarm_set,False,set an dismay for two necropsy
1214,let me know if i get a new personal message from martha on facebook today,social_query,False,let me know if i get a fresh personal message from martha on facebook today
1218,what is currently trending on twitter,social_query,False,what is currently trending on twitter
1227,is my friend rohit online on facebook,social_query,False,is my ally rohit online on facebook
1215,tell me my friends most recent update,social_query,False,tell me my ally most Holocene_epoch update
1213,what time is bina going live with her sale on facebook,social_query,False,what clip is bina going dwell with her sale on facebook
1200,give me my facebook update every three hours,social_query,False,give me my facebook update every 3 hours
1209,i heard ale just got married can you please show me the wedding pictures on their instagram,social_query,False,i heard ale just acquire marry can you please show me the wedding image on their instagram
1208,tell me the exact count of followers on my twitter handle as of today,social_query,False,William_Tell me the exact count of followers on my twitter grip as of today
1201,may i know what is trending in facebook,social_query,False,may i know what is trending in facebook
1228,my facebook update in every three hour should be available,social_query,False,my facebook update in every three hr should be available
1242,hey olly turn the radio on,play_radio,False,hey olly turn the radio on
1257,let's hear ninety two point one,play_radio,False,let's hear 90 2 point 1
