,speech_text,intent,sampled,speech_text_augmented
453,what's next,general_quirky,False,what's next
475,tell me everything about umf,general_quirky,False,William_Tell me everything about umf
469,do homework for me please,general_quirky,False,do homework for me delight
460,nightime,general_quirky,False,nightime
505,you have done task all wrong.,general_negate,False,you have do task all wrong.
484,"shit, not correct response.",general_negate,False,"shit, not correct response."
491,i think you did the task incorrectly.,general_negate,False,i think you did the project incorrectly.
504,"nope, i think you did this all in wrong manner.",general_negate,False,"nope, i think you did this all in wrongfulness manner."
488,"uh no, it isn't what i am looking for.",general_negate,False,"uh no, it isn't what i am looking for."
496,"stop, i think that's not the correct command.",general_negate,False,"stop, i think that's not the correct command."
495,that wasn't it.,general_negate,False,that wasn't it.
507,"shit, it isn't what i was searching for.",general_negate,False,"shit, it isn't what i was searching for."
506,"oh no, you did not get what i was searching for.",general_negate,False,"Buckeye_State no, you did not get what i was searching for."
489,incorrect command.,general_negate,False,wrong command.
510,i would like to continue my audiobook,play_audiobook,False,i would like to go_on my audiobook
526,resume play where i left off in book on audible,play_audiobook,False,survey play where i left off in book on audible
536,play my book,play_audiobook,False,drama my book
531,resume the playback of a child called it,play_audiobook,False,resume the playback of a kid called it
519,can you put on the chuck palhunik audio book,play_audiobook,False,can you put on the chuck palhunik sound book
522,i want to play the audiobook good grief,play_audiobook,False,i want to drama the audiobook good grief
511,can you continue audiobook the circle,play_audiobook,False,can you continue audiobook the set
539,resume audiobook please,play_audiobook,False,resume audiobook please
534,pause the audiobook,play_audiobook,False,intermission the audiobook
523,resume war and peace,play_audiobook,False,resume warfare and peace
540,delete list blank,lists_remove,False,delete listing blank
560,delete my to do list,lists_remove,False,delete my to do listing
559,delete my to do's for this week,lists_remove,False,delete my to do's for this week
569,trash file one,lists_remove,False,trash file 1
566,remove night night playlist,lists_remove,False,remove nighttime nighttime playlist
563,i have already given mark his gift today please remove him on my christmas gift list,lists_remove,False,i have already presumption grade his endowment today delight remove him on my Christmastide endowment list
554,please delete the shopping list,lists_remove,False,delight delete the shopping list
549,please remove a list,lists_remove,False,please remove a listing
556,delete an item,lists_remove,False,delete an point
561,remove the grocery list from my active lists,lists_remove,False,remove the grocery listing from my active listing
591,from now on mute,audio_volume_mute,False,from now on mute
577,i'm in a meeting please do not speak,audio_volume_mute,False,i'm in a meeting please do not speak
584,disable music player,audio_volume_mute,False,disenable music player
594,please be silent until i tell you not to be,audio_volume_mute,False,please be soundless until i tell you not to be
579,stop the audio,audio_volume_mute,False,stop the sound
578,mute for two hours,audio_volume_mute,False,mute for two hours
585,turn on silent mode until my alarm goes off,audio_volume_mute,False,turn on soundless mode until my dismay goes off
581,sound off please,audio_volume_mute,False,sound off delight
575,set mute mode for one hour,audio_volume_mute,False,set deaf-mute mode for one hr
598,please mute my speaker,audio_volume_mute,False,please deaf-mute my speaker
624,got it exactly.,general_affirm,False,acquire it exactly.
607,yeap it's confirmed.,general_affirm,False,yeap it's confirmed.
626,yeap exact response to command.,general_affirm,False,yeap exact reaction to command.
613,yeap you've done that right.,general_affirm,False,yeap you've done that right.
612,yeap it's good.,general_affirm,False,yeap it's good.
600,correcly.,general_affirm,False,correcly.
605,yeah it's good.,general_affirm,False,yeah it's good.
628,yes you have done that exactly.,general_affirm,False,yes you have do that exactly.
620,yes you've done your understanding correcly.,general_affirm,False,yes you've done your understanding correcly.
610,yeap it was correct.,general_affirm,False,yeap it was correct.
642,"olly that is all, cancel.",general_commandstop,False,"olly that is all, cancel."
635,olly talk to you later on.,general_commandstop,False,olly talking to you ulterior on.
649,olly can you just stop it please.,general_commandstop,False,olly can you just stop it please.
632,will you shut up.,general_commandstop,False,will you shut up.
645,olly i want you stop.,general_commandstop,False,olly i want you stop.
644,olly could you shut down.,general_commandstop,False,olly could you shut down.
656,could you please shut up.,general_commandstop,False,could you delight shut up.
633,olly please stop.,general_commandstop,False,olly please stop.
655,olly will you shut down.,general_commandstop,False,olly will you shut down.
657,that is enough.,general_commandstop,False,that is enough.
668,what is photosynthesis,qa_definition,False,what is photosynthesis
683,give me the definition of the word fondle,qa_definition,False,spring me the definition of the word fondle
678,describe what a poltergeist is,qa_definition,False,depict what a poltergeist is
685,what does this stitch long sleeved shirt look like,qa_definition,False,what does this stitch long sleeved shirt look the_like
687,can you describe to me what a pineapple looks like,qa_definition,False,can you describe to me what a pineapple look the_like
663,how is a typhoon defined,qa_definition,False,how is a typhoon defined
671,define love without invoking the term love,qa_definition,False,define love without conjure the term love
672,what is rock sand,qa_definition,False,what is stone sand
665,describe what a sphere is,qa_definition,False,describe what a domain is
677,describe london for me please,qa_definition,False,describe Greater_London for me please
716,what movies is out there in the local cinema,recommendation_movies,False,what movies is out there in the local cinema
691,what new movies are played in cinemas this week,recommendation_movies,False,what fresh film are played in cinemas this hebdomad
711,Show times for nearest theater,recommendation_movies,False,display multiplication for nearest theater
707,what new movies are good,recommendation_movies,False,what new movies are good
719,kung fu panda three,recommendation_movies,False,kung fu panda three
695,logan,recommendation_movies,False,logan
699,can you tell me what movies are playing at the movies tonight,recommendation_movies,False,can you tell me what film are playing at the film tonight
713,what time does thor start,recommendation_movies,False,what time does thor start
697,is swat a good movie,recommendation_movies,False,is swat a good movie
694,tell me the movie with best imdb ratings going on in theatres near me,recommendation_movies,False,William_Tell me the film with best imdb ratings going on in theatres near me
730,is my alarm set,alarm_query,False,is my alarm set
733,what alarms do i have set,alarm_query,False,what alarms do i have set
742,list all set alarms,alarm_query,False,list all set alarms
722,what alarms will wake me up tomorrow,alarm_query,False,what alarms will wake me up tomorrow
727,do i have any alarms for tomorrow morning,alarm_query,False,do i have any dismay for tomorrow morning
738,tell me my alarms,alarm_query,False,William_Tell me my alarms
732,what time is my wakeup alarm set for,alarm_query,False,what clip is my wakeup dismay set for
734,see see for me the alarms that you have set tomorrow morning,alarm_query,False,see see for me the dismay that you have set tomorrow morn
749,check if default alarm is set,alarm_query,False,check if default alarm is set
740,what alarms do i got,alarm_query,False,what alarms do i acquire
755,i am not so clear about that.,general_explain,False,i am not so open about that.
772,explain further.,general_explain,False,explicate further.
771,"s2, i was unclear about what you've just said.",general_explain,False,"s2, i was unclear about what you've just said."
750,"s2, i could not get that.",general_explain,False,"s2, i could not get that."
765,would you again rephrase me on your words please.,general_explain,False,would you again rephrase me on your lyric please.
763,"s2, do not get the last sentence.",general_explain,False,"s2, do not get the finale sentence."
777,could you clarify me on it further.,general_explain,False,could you clarify me on it further.
757,i can not quite catch up with you.,general_explain,False,i can not quite gimmick up with you.
769,clarify further on that to me please.,general_explain,False,clear_up further on that to me please.
753,your response was not clear.,general_explain,False,your reaction was not clear.
780,please list the available rain trips to location a,transport_query,False,delight listing the available rain trips to location a
783,search for trains leaving tonight for london,transport_query,False,hunt for trains going tonight for london
789,how far is it from tokyo to dallas,transport_query,False,how far is it from tokyo to dallas
800,how to get somewhere,transport_query,False,how to get somewhere
781,when is the next train to london,transport_query,False,when is the next train to Greater_London
808,next train to dc,transport_query,False,next train to dc
803,when is the last train today,transport_query,False,when is the finale train today
805,get me the local train timing to destination cstm,transport_query,False,get me the local railroad_train timing to destination cstm
797,are there any available train tickets to reserve,transport_query,False,are there any available railroad_train tickets to reserve
795,what time does the last train arrive in dallas,transport_query,False,what time does the finale railroad_train arrive in dallas
832,show me cooking websites,cooking_recipe,False,show me cooking website
826,what the sexiest food to cook on a date,cooking_recipe,False,what the aphrodisiac nutrient to cook on a date
835,find a recipe for homemade bread,cooking_recipe,False,find a recipe for homemade breadstuff
834,tell me how to cook pasta,cooking_recipe,False,tell me how to Cook pasta
813,give me some recipes for sheperds pie,cooking_recipe,False,give me some formula for sheperds Proto-Indo_European
814,tell me the recipe for yellow rice,cooking_recipe,False,William_Tell me the recipe for yellow rice
829,how do i cook a pasta,cooking_recipe,False,how do i Cook a pasta
833,how can a cook risotto,cooking_recipe,False,how can a Cook risotto
823,find a recipe for chicken alfredo,cooking_recipe,False,breakthrough a recipe for chicken alfredo
836,whats needed to make pizza,cooking_recipe,False,whats needed to make pizza_pie
858,what's a good joke,general_joke,False,what's a good gag
848,i would like to hear some good funny jokes,general_joke,False,i would the_like to hear some good funny jokes
846,tell me a clean joke,general_joke,False,tell me a clean gag
862,find jokes on the web,general_joke,False,breakthrough jokes on the web
853,i want to hear a yo mama joke,general_joke,False,i want to learn a yo mama gag
861,have you heard any good jokes lately,general_joke,False,have you heard any good gag lately
869,tell a joke that puts smile on my face,general_joke,False,William_Tell a gag that puts smile on my human_face
847,funny story,general_joke,False,good_story story
850,what is the funniest joke ever,general_joke,False,what is the comic joke ever
844,i want to hear a funny joke,general_joke,False,i want to hear a good_story joke
883,set meeting with joanna on Saturday four pm,calendar_set,False,set group_meeting with joanna on Sabbatum four pm
899,remind me to meet with steve at one pm tomorrow,calendar_set,False,prompt me to meet with steve at 1 necropsy tomorrow
890,remind me to have launch with boss today at one pm,calendar_set,False,prompt me to have launch with chief today at 1 pm
894,reminders,calendar_set,False,reminders
881,schedule a sales meeting for wednesday at eleven am,calendar_set,False,docket a gross_revenue group_meeting for wednesday at eleven am
893,schedule a lunch meeting with brent on Wednesday at noon,calendar_set,False,docket a lunch meeting with brent on Midweek at twelve_noon
871,remind me tomorrow at four about an event,calendar_set,False,remind me tomorrow at 4 about an event
870,please set reminder,calendar_set,False,delight set reminder
891,the location is my office,calendar_set,False,the location is my business_office
875,remember dinner on thursday at bistro italia,calendar_set,False,retrieve dinner on Th at bistro italia
917,what is the time difference between here and there,datetime_convert,False,what is the clip difference between here and there
925,convert current time from ist to est,datetime_convert,False,convert electric_current time from ist to est
907,what is the time difference between eastern and pacific,datetime_convert,False,what is the time deviation between eastern and Pacific_Ocean
920,what is the time difference between eastern time and pacific time,datetime_convert,False,what is the time difference between eastern clip and Pacific_Ocean clip
915,if i was in the eastern time zone what time would it be,datetime_convert,False,if i was in the eastern clip zone what time would it be
929,it is nine here what time is it in california,datetime_convert,False,it is nine here what clip is it in california
910,convert eight am manila time to new york time,datetime_convert,False,convert eight am manila_paper clip to fresh york time
922,time difference between uk and us,datetime_convert,False,time difference between UK and United_States_of_America
906,given it is four thirty five pm in london what time is it in melbourne,datetime_convert,False,given it is four 30 5 pm in Greater_London what clip is it in melbourne
927,what is the time difference between central and eastern,datetime_convert,False,what is the clip difference between telephone_exchange and eastern
943,schedule a delivery from food at the nearby takeaway diner,takeaway_order,False,schedule a delivery from nutrient at the nearby takeout_food dining_car
945,can you order me a pizza today from dominos,takeaway_order,False,can you order me a pizza today from dominos
946,order pizza from domino's,takeaway_order,False,order pizza_pie from domino's
944,place an order for a combo platter from china buffet,takeaway_order,False,place an order for a jazz_group phonograph_record from china buffet
959,can you please order me some mcdonalds,takeaway_order,False,can you please order me some mcdonalds
942,find and order rasgulla of janta sweet home pvt ltd,takeaway_order,False,find and order rasgulla of janta Henry_Sweet home pvt ltd
939,i am so hungry and tired and i think i might order some food now,takeaway_order,False,i am so hungry and pall and i think i mightiness order some food now
935,find restaurant order food name,takeaway_order,False,breakthrough eating_house order food name
947,grubhub order,takeaway_order,False,grubhub order
958,open grubhub,takeaway_order,False,open grubhub
972,whats happening in ny,recommendation_events,False,whats happening in New_York_State
963,search for any upcoming book fairs during next week in washington dc,recommendation_events,False,search for any coming book fairs during next hebdomad in Washington_D.C. dc
960,what is there to do in new york city,recommendation_events,False,what is there to do in new House_of_York city
980,show todays events in new york,recommendation_events,False,show todays event in fresh House_of_York
969,what's going on around the neighborhood,recommendation_events,False,what's going on around the locality
977,what plays are showing at the theatre,recommendation_events,False,what plays are showing at the theatre
970,what is the event name going in me area,recommendation_events,False,what is the event name going in me area
975,get local events,recommendation_events,False,get local event
989,what events are happening near me,recommendation_events,False,what events are happening near me
962,what gun shows are in tulsa,recommendation_events,False,what gun display are in tulsa
1007,what's the time in china right now,datetime_query,False,what's the clip in china right now
1004,what time is it on the west coast,datetime_query,False,what time is it on the Occident coast
1013,which week is twenty third,datetime_query,False,which week is 20 third
998,what is the time in milwaukee,datetime_query,False,what is the clip in milwaukee
1017,could you please tell me what time is in singapore,datetime_query,False,could you please William_Tell me what clip is in capital_of_Singapore
994,date in new york,datetime_query,False,day_of_the_month in new york
1000,give me the time in phoenix az,datetime_query,False,give me the clip in capital_of_Arizona az
999,mention the time in canada now,datetime_query,False,reference the time in canada now
1015,what is the date and month today,datetime_query,False,what is the date and month today
1011,show me what time it is,datetime_query,False,show me what clip it is
1039,i fancy some coffee now,iot_coffee,False,i fantasy some coffee now
1049,time mr coffee for six am,iot_coffee,False,clip mr coffee for 6 am
1043,please get the coffee machine to make me some coffee,iot_coffee,False,delight get the coffee machine to make me some coffee
1021,i want some coffee,iot_coffee,False,i want some java
1028,please make some coffee for me,iot_coffee,False,delight make some coffee for me
1042,set my coffee machine,iot_coffee,False,set my java machine
1033,start brewing please,iot_coffee,False,beginning brewing please
1024,i need some coffee,iot_coffee,False,i demand some coffee
1025,i'd like a cup of coffee please,iot_coffee,False,i'd the_like a cup of coffee delight
1037,start cappuccino for me now,iot_coffee,False,start cappuccino_coffee for me now
1062,change the light to pink color,iot_hue_lightchange,False,change the visible_light to pink color
1064,i want blue lighting,iot_hue_lightchange,False,i want blue lighting
1061,can i change this light to orange,iot_hue_lightchange,False,can i alteration this light to orange
1050,change the light color to white,iot_hue_lightchange,False,alteration the light color to White_person
1068,change my house lights colour to blue,iot_hue_lightchange,False,alteration my house visible_light colour to blueness
1069,make the lights shine blue,iot_hue_lightchange,False,make the visible_light shine blue
1067,can you change the lights to white,iot_hue_lightchange,False,can you change the visible_light to white
1057,color the lights red,iot_hue_lightchange,False,color the lights redness
1071,make the lights blue please,iot_hue_lightchange,False,make the lights blueness delight
1065,can you change the colour to red,iot_hue_lightchange,False,can you change the colour to redness
1104,i'd like you to shut off my smart plug socket now please,iot_wemo_off,False,i'd the_like you to shut off my smart plug socket now please
1086,mute your android phone when you arrive at work,iot_wemo_off,False,deaf-mute your humanoid phone when you arrive at work
1109,disable wemo socket,iot_wemo_off,False,disable wemo socket
1107,turn off my wemo socket,iot_wemo_off,False,turn off my wemo socket
1083,please turn off the plug socket of my phone when it'll be charged,iot_wemo_off,False,delight crook off the plug socket of my phone when it'll be charged
1095,turn off the socket,iot_wemo_off,False,turn off the socket
1092,turn off my smart plug socket,iot_wemo_off,False,crook off my smart stopper socket
1105,turn off the tv in,iot_wemo_off,False,turn off the telecasting in
1106,turn off the fan in the master bedroom,iot_wemo_off,False,crook off the fan in the master bedroom
1091,please mark the wemo socket to off,iot_wemo_off,False,delight mark the wemo socket to off
1126,please dim the lights in the bedroom,iot_hue_lightdim,False,please dip the visible_light in the bedroom
1116,adjust the lights to a lower setting please,iot_hue_lightdim,False,adjust the visible_light to a lower setting delight
1133,please lights less brighter,iot_hue_lightdim,False,delight lights LE brighter
1110,lower the lights please,iot_hue_lightdim,False,lower the visible_light please
1135,lower the lights in the bedroom,iot_hue_lightdim,False,lower the visible_light in the bedroom
1114,lessen the the light glow,iot_hue_lightdim,False,lessen the the visible_light glow
1120,lower the light to forty percent,iot_hue_lightdim,False,lower the light to 40 percent
1122,give me some dim light,iot_hue_lightdim,False,spring me some dim light
1119,dim the lights to level two,iot_hue_lightdim,False,dip the lights to level 2
1123,reduce the light power,iot_hue_lightdim,False,reduce the visible_light power
1166,post that i am going to woodland shoe store,social_post,False,station that i am going to woodland shoe store
1149,place family phone on instagram,social_post,False,place household phone on instagram
1148,tweet to the customer service account of starbucks,social_post,False,tweet to the client service account of starbucks
1147,post complaint about service a,social_post,False,station complaint about service a
1162,tweet consumer complaint,social_post,False,tweet consumer complaint
1150,tweet a complaint,social_post,False,tweet a complaint
1164,tweet for me the complaint about drainage choke up,social_post,False,tweet for me the complaint about drainage choke_coil up
1169,tweet comcast and tell them that their service is down again,social_post,False,tweet comcast and tell them that their service is down again
1161,can you put this on facebook,social_post,False,can you put this on facebook
1152,can you upload my latest selfie in my instagram,social_post,False,can you upload my up-to-the-minute selfie in my instagram
1189,alert me at three pm to goto the concert,alarm_set,False,qui_vive me at 3 necropsy to goto the concert
1199,i need you to set an alarm,alarm_set,False,i need you to set an alarm
1183,set an alert for two pm,alarm_set,False,set an qui_vive for 2 pm
1172,remind me at five pm,alarm_set,False,remind me at five necropsy
1184,make an alarm to help me remember,alarm_set,False,make an alarm to assist me retrieve
1171,wake me at daybreak,alarm_set,False,wake me at dawning
1173,set a reminder i need to wake up at five am every morning,alarm_set,False,set a reminder i need to wake up at 5 am every morning
1193,repeat alarm,alarm_set,False,repeat dismay
1194,schedule an alarm for next weeks dentist appointment,alarm_set,False,docket an alarm for next weeks dentist assignment
1186,set the alarm for nine am on weekends,alarm_set,False,set the dismay for 9 am on weekends
1207,tell me what's going on with facebook,social_query,False,tell me what's going on with facebook
1222,social media,social_query,False,social medium
1204,hi there tell me latest updates of times of india page in facebook,social_query,False,hi there William_Tell me up-to-the-minute updates of times of Republic_of_India page in facebook
1219,what's hot social media topics,social_query,False,what's hot social media topic
1223,have i received any mentions on twitter,social_query,False,have i have any mentions on twitter
1211,hey olly inform me about latest picture updated by priya chopra on instagram,social_query,False,hey olly inform me about up-to-the-minute picture updated by priya chopra on instagram
1225,check facebook and twitter and tell me if anything interesting is happening,social_query,False,bank_check facebook and twitter and tell me if anything interesting is occurrence
1216,new friends request details,social_query,False,new ally request inside_information
1202,what notifications do i have in social media,social_query,False,what notifications do i have in social medium
1226,new updates,social_query,False,fresh updates
